KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
109.835,2019,Diésel,Sevilla,5,Sí,Manual ,Beige,Monovolumen,Citroen,Berlingo,Berlingo Talla M BlueHDi 130 S&S Feel,130 CV,Vehículo comercial,185 km/h,10.3 s,4.3 l/100km,114g CO2/km,4403 mm / 1848 mm / 1800 mm,C,18.995€
79.300,2020,Diésel,3509,5,Sí,Manual ,Blanco,Berlina,Peugeot,208,208 5p Active 1.6 BlueHDi 100,100 CV,Turismo,187 km/h,10.7 s,3.5 l/100km,90g CO2/km,3973 mm / 1739 mm / 1460 mm,C,15.900€
64.433,2021,Diésel,Velez Malaga,5,Sí,Manual ,Gris,Todoterreno,Jeep,Renegade,Renegade Sport 1.6 MultiJet 88 kW (120 CV) 4x2,130 CV,Todoterreno,178 km/h,10.2 s,4.4 l/100km,115g CO2/km,4236 mm / 1805 mm / 1667 mm,C,22.300€
56.975,2019,Diésel,Velez Malaga,5,Sí,Automático ,Gris,Todoterreno,SEAT,Ateca,Ateca 2.0 TDI CR 110 kW (150 CV) 4Drive DSG-7 Start&Stop FR,150 CV,Todoterreno,196 km/h,8.8 s,5.5 l/100km,145g CO2/km,4363 mm / 1841 mm / 1611 mm,C,24.300€
83.183,2020,Gasolina,Sant Fruitos de Bages,5,Sí,Manual ,Amarillo,Berlina,Peugeot,208,208 5p Active 1.2 PureTech 82,75 CV,Turismo,175 km/h,12.2 s,4.5 l/100km,104g CO2/km,3973 mm / 1739 mm / 1460 mm,C,12.900€
103.974,2017,Diésel,Tomares,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,5008,5008 Allure 1.6 BlueHDi 120 S&S,120 CV,Todoterreno,188 km/h,11.4 s,4.2 l/100km,108g CO2/km,4641 mm / 1844 mm / 1651 mm,C,19.900€
47.000,2020,Híbrido (Gasolina),Lliçà D'amunt,False,Sí,Manual ,Rojo,Berlina,False,False,False,,False,False,False,False,False,False,False,20.490€
39.900,2019,Gasolina,Montmeló,4,Sí,Automático ,Gris,Berlina,Mercedes-Benz,CLA,CLA 200 7G-DCT,163 CV,Turismo,230 km/h,8.5 s,5.4 l/100km,125g CO2/km,4630 mm / 1777 mm / 1432 mm,C,32.900€
13.470,2021,Gasolina,San Vicente del Raspeig,5,Sí,Manual ,Blanco,Utilitario,Volkswagen,Polo,Polo R-Line 1.0 TSI 85 kW (115 CV),110 CV,Turismo,200 km/h,9.5 s,5.9 l/100km,g CO2/km,4053 mm / 1751 mm / 1461 mm,C,18.975€
90.418,2018,Híbrido (Gasolina),San Vicente del Raspeig,5,Sí,Automático ,Gris,Utilitario,Toyota,Yaris,Yaris 5p Hybrid Feel!,100 CV,Turismo,165 km/h,11.8 s,3.6 l/100km,75g CO2/km,3950 mm / 1695 mm / 1510 mm,ECO,14.499€
61.708,2019,Híbrido (Gasolina),San Vicente del Raspeig,5,Sí,Automático ,Gris,Todoterreno,Toyota,C-HR,C-HR Hybrid Advance,125 CV,Todoterreno,170 km/h,11 s,3.8 l/100km,86g CO2/km,4360 mm / 1795 mm / 1555 mm,ECO,22.775€
27.309,2017,Diésel,San Vicente del Raspeig,5,Sí,Manual ,Gris,Todoterreno,Suzuki,SX4,SX4 1.9 Diesel GLX 4x4 Off Road Line,119 CV,Todoterreno,180 km/h,11.2 s,6.6 l/100km,174g CO2/km,4140 mm / 1755 mm / 1620 mm,B,18.495€
15.018,2018,Híbrido (Gasolina),San Vicente del Raspeig,5,Sí,Automático ,Blanco,Utilitario,Toyota,Auris,Auris 5p Híbrido 1.8 HSD Active,136 CV,Turismo,180 km/h,11.4 s,3.8 l/100km,89g CO2/km,4245 mm / 1760 mm / 1510 mm,ECO,19.275€
30.555,2021,Gasolina,San Vicente del Raspeig,5,Sí,Automático ,Blanco,Todoterreno,Skoda,Kamiq,Kamiq 1.0 TSI 81 kW (110 CV) Scout DSG,110 CV,Todoterreno,194 km/h,10.2 s,5.8 l/100km,g CO2/km,4241 mm / 1793 mm / 1559 mm,C,20.475€
43.033,2021,Gasolina,San Vicente del Raspeig,5,Sí,Automático ,Blanco,Todoterreno,Skoda,Kamiq,Kamiq 1.0 TSI 81 kW (110 CV) Scout DSG,110 CV,Todoterreno,194 km/h,10.2 s,5.8 l/100km,g CO2/km,4241 mm / 1793 mm / 1559 mm,C,19.995€
39.520,2021,Gasolina,San Vicente del Raspeig,5,Sí,Automático ,Blanco,Todoterreno,Skoda,Kamiq,Kamiq 1.0 TSI 81 kW (110 CV) Scout DSG,110 CV,Todoterreno,194 km/h,10.2 s,5.8 l/100km,g CO2/km,4241 mm / 1793 mm / 1559 mm,C,19.995€
44.143,2021,Gasolina,San Vicente del Raspeig,5,Sí,Automático ,Blanco,Todoterreno,Skoda,Kamiq,Kamiq 1.0 TSI 81 kW (110 CV) Scout DSG,110 CV,Todoterreno,194 km/h,10.2 s,5.8 l/100km,g CO2/km,4241 mm / 1793 mm / 1559 mm,C,19.775€
96.870,2017,Gasolina,San Vicente del Raspeig,5,Sí,Manual ,Blanco,Utilitario,SEAT,Ibiza,Ibiza 1.0 EcoTSI 70 kW (95 CV) Start&Stop Reference,95 CV,Turismo,182 km/h,10.9 s,4.7 l/100km,106g CO2/km,4059 mm / 1780 mm / 1444 mm,C,11.995€
81.464,2019,Diésel,San Vicente del Raspeig,4,Sí,Manual ,Blanco,Vehículo,Renault,Kangoo,Grand Kangoo 7 plazas dCi 90 CV Gen5,90 CV,Vehículo comercial,160 km/h,13.3 s,5.1 l/100km,133g CO2/km,4597 mm / 1829 mm / 1802 mm,B,9.709€
20.098,2019,Gasolina,San Vicente del Raspeig,5,Sí,Manual ,Beige,Todoterreno,Renault,Captur,Captur Intens Energy TCe 90 eco2,100 CV,Todoterreno,171 km/h,12.9 s,5.1 l/100km,114g CO2/km,4122 mm / 1778 mm / 1566 mm,C,15.995€
69.743,2019,Diésel,San Vicente del Raspeig,5,Sí,Automático ,Negro,Todoterreno,Peugeot,5008,5008 GT Line BlueHDi 130 S&S EAT8,131 CV,Todoterreno,190 km/h,11.8 s,4.1 l/100km,100g CO2/km,4641 mm / 1844 mm / 1651 mm,C,26.495€
63.682,2018,Diésel,San Vicente del Raspeig,5,Sí,Manual ,Blanco,Utilitario,Peugeot,208,208 5p Active 1.6 BlueHDi 100,100 CV,Turismo,187 km/h,10.7 s,3.5 l/100km,90g CO2/km,3973 mm / 1739 mm / 1460 mm,C,11.995€
53.280,2021,Gasolina,San Vicente del Raspeig,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,2008,2008 Active Pack Puretech 100,101 CV,Todoterreno,188 km/h,10.9 s,5.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,18.475€
29.497,2022,Diésel,San Vicente del Raspeig,4,Sí,Manual ,Blanco,Vehículo,Opel,Movano,Combo Life Edition Plus L 1.5 TD 96 kW (130 CV) Start/Stop,120 CV,Vehículo comercial,185 km/h,10.3 s,5.2 l/100km,g CO2/km,4403 mm / 1848 mm / 1841 mm,C,23.780€
34.538,2020,Diésel,San Vicente del Raspeig,5,Sí,Manual ,Blanco,Todoterreno,Opel,Grandland X,Grandland X 2020 1.5 CDTi Start&Stop 96 kW (130 CV),131 CV,Todoterreno,192 km/h,10.9 s,5.2 l/100km,102g CO2/km,4477 mm / 1856 mm / 1609 mm,C,19.495€
50.781,2020,Diésel,San Vicente del Raspeig,5,Sí,Automático ,Azul,Familiar,Opel,Insignia,Insignia Grand Sport Innovation 1.6 CDTi Start & Stop 100 kW (136 CV) AT6,136 CV,Turismo,205 km/h,10.9 s,5.2 l/100km,141g CO2/km,4897 mm / 1863 mm / 1455 mm,C,19.995€
49.603,2022,Gasolina,San Vicente del Raspeig,5,Sí,Manual ,Blanco,Todoterreno,Opel,Crossland,Crossland X Edition 1.2 Turbo Start&Stop 81 kW (110 CV),110 CV,Monovolumen,187 km/h,10.9 s,5 l/100km,107g CO2/km,4212 mm / 1765 mm / 1605 mm,C,16.300€
82.446,2019,Diésel,San Vicente del Raspeig,4,Sí,Manual ,Blanco,Vehículo,Opel,Combo,Combo Tour Alto Selective 1.6 CDTI 105 CV,100 CV,Vehículo comercial,159 km/h,13.4 s,6 l/100km,158g CO2/km,4390 mm / 1832 mm / 2115 mm,B,10.739€
12.316,2021,Híbrido Enchufable (PHEV),San Vicente del Raspeig,5,Sí,Automático ,Gris,Todoterreno,KIA,XCeed,XCeed 1.6 PHEV eMotion,141 CV,Todoterreno,160 km/h,11 s,1.7 l/100km,g CO2/km,4395 mm / 1826 mm / 1495 mm,Cero,25.475€
8.896,2022,Gasolina,San Vicente del Raspeig,5,Sí,Manual ,Blanco,Utilitario,KIA,Stonic,Stonic 1.2 DPi 62 kW (84 CV) Concept,84 CV,Todoterreno,165 km/h,13.5 s,6.7 l/100km,156g CO2/km,4140 mm / 1760 mm / 1500 mm,C,17.275€
49.346,2019,Híbrido (Gasolina),San Vicente del Raspeig,5,Sí,Automático ,Blanco,Todoterreno,Hyundai,Kona,Kona Híbrido 1.6 GDi 104 kW (141 CV) DCT Tecno,141 CV,Todoterreno,160 km/h,11.2 s,4.9 l/100km,90g CO2/km,4165 mm / 1800 mm / 1550 mm,ECO,19.275€
100.454,2019,Diésel,San Vicente del Raspeig,4,Sí,Manual ,Blanco,Vehículo,Ford,Transit Courier,Transit Courier Kombi Trend 1.5 TDCi 55 kW (75 CV),75 CV,Vehículo comercial, km/h, s,4.5 l/100km,117g CO2/km,4157 mm / 1764 mm / 1770 mm,C,11.880€
26.428,2022,Gasolina,San Vicente del Raspeig,5,Sí,Manual ,Gris,Utilitario,Hyundai,i10,i10 1.0 MPi 66 CV Klass,67 CV,Turismo,155 km/h,14.9 s,4.7 l/100km,108g CO2/km,3665 mm / 1660 mm / 1500 mm,C,12.995€
27.684,2021,Híbrido (Gasolina),San Vicente del Raspeig,5,Sí,Manual ,Blanco,Utilitario,False,False,False,101 CV,False,False,False,False,False,False,False,16.995€
37.271,2019,Híbrido (Gasolina),San Vicente del Raspeig,4,Sí,Automático ,Gris,Berlina,Ford,Mondeo,Mondeo Sedan Titanium HEV 2.0 Híbrido 187 CV,187 CV,Turismo,187 km/h,9.2 s,4.2 l/100km,89g CO2/km,4867 mm / 1852 mm / 1501 mm,ECO,21.975€
77.769,2020,Diésel,San Vicente del Raspeig,5,Sí,Automático ,Azul,Todoterreno,Ford,KUGA,Kuga Titanium 1.5 EcoBlue 88 kW (120 CV) Aut.,120 CV,Todoterreno,177 km/h,12 s,5.4 l/100km,g CO2/km,4614 mm / 1883 mm / 1661 mm,C,22.995€
56.583,2018,Diésel,San Vicente del Raspeig,5,Sí,Manual ,Blanco,Utilitario,Ford,Fiesta,Fiesta 5p Trend 1.5 TDCi 75 CV,86 CV,Turismo,167 km/h,13.5 s,3.7 l/100km,98g CO2/km,3969 mm / 1722 mm / 1495 mm,B,12.775€
17.722,2020,Gasolina,San Vicente del Raspeig,5,Sí,Manual ,Blanco,Todoterreno,DS,3,3 Crossback PureTech 100 So Chic,99 CV,Todoterreno,181 km/h,10.9 s,4.7 l/100km,107g CO2/km,4118 mm / 1791 mm / 1534 mm,C,19.495€
48.284,2019,Gasolina,San Vicente del Raspeig,5,Sí,Manual ,Azul,Utilitario,Ford,Fiesta,Fiesta 5p Trend 1.1 Ti-VCT 63 kW (85 CV),84 CV,Turismo,170 km/h,13.8 s,5.2 l/100km,114g CO2/km,4040 mm / 1735 mm / 1476 mm,C,13.225€
43.665,2021,Diésel,San Vicente del Raspeig,4,Sí,Manual ,Blanco,Vehículo,False,False,False,1461 CV,False,False,False,False,False,False,False,11.982€
47.335,2019,Diésel,San Vicente del Raspeig,4,Sí,Manual ,Blanco,Vehículo,Dacia,Dokker,Dokker Eficacia dCi 75,75 CV,Vehículo comercial,152 km/h,15.5 s,4.2 l/100km,108g CO2/km,4363 mm / 1751 mm / 1814 mm,C,11.053€
76.383,2020,Híbrido (Gasolina),San Vicente del Raspeig,5,Sí,Automático ,Gris,Todoterreno,False,False,False,163 CV,False,False,False,False,False,False,False,34.995€
78.285,2020,Diésel,San Vicente del Raspeig,5,Sí,Automático ,Blanco,Todoterreno,BMW,X1,X1 sDrive20d Aut.,190 CV,Todoterreno,205 km/h,8.3 s,5.9 l/100km,155g CO2/km,4454 mm / 1798 mm / 1545 mm,B,31.495€
74.328,2019,Diésel,San Vicente del Raspeig,4,Sí,Manual ,Blanco,Vehículo,Citroen,Berlingo,Berlingo Multispace Collection HDi 90,100 CV,Vehículo comercial,165 km/h,14.3 s,5.2 l/100km,135g CO2/km,4380 mm / 1810 mm / 1801 mm,B,10.929€
82.934,2019,Diésel,San Vicente del Raspeig,5,Sí,Automático ,Blanco,Todoterreno,Audi,Q5,Q5 2.0 TDI 120 kW (163 CV) quattro-ultra S tronic 7 vel.,163 CV,Todoterreno,211 km/h,8.9 s,4.9 l/100km,129g CO2/km,4663 mm / 1893 mm / 1659 mm,C,31.995€
60.902,2019,Diésel,San Vicente del Raspeig,5,Sí,Automático ,Gris,Berlina,Audi,A3,A3 Sportback 35 TDI S tronic 7 vel.,150 CV,Turismo,218 km/h,8.1 s,4.4 l/100km,115g CO2/km,4313 mm / 1785 mm / 1426 mm,C,24.750€
56.980,2021,Híbrido (Gasolina),Foios,5,Sí,Manual ,Blanco,Berlina,False,False,False,100 CV,False,False,False,False,False,False,False,19.970€
79.500,2021,Gasolina,Foios,5,Sí,Manual ,Blanco,Berlina,KIA,XCeed,XCeed 1.0 T-GDi Drive 88 kW (120 CV),120 CV,Todoterreno,186 km/h,11.3 s,6 l/100km,g CO2/km,4395 mm / 1826 mm / 1483 mm,C,21.970€
92.510,2020,Diésel,Foios,5,Sí,Manual ,Blanco,Berlina,Renault,Clio,Clio Sport Tourer Expression Energy dCi 90 S&S eco2,85 CV,Turismo familiar,178 km/h,11.6 s,3.4 l/100km,90g CO2/km,4267 mm / 1732 mm / 1445 mm,B,16.970€
17.600,2023,Gasolina,Foios,5,Sí,Manual ,Gris,Berlina,Citroen,C3,C3 Collection PureTech 82,83 CV,Turismo,174 km/h,12.3 s,4.6 l/100km,107g CO2/km,3941 mm / 1728 mm / 1524 mm,C,18.970€
20.073,2023,Gasolina,Palma de Mallorca,5,Sí,Automático ,Negro,Todoterreno,Volkswagen,T-Cross,T-Cross Advance 1.0 TSI 81 kW (110 CV) DSG 7 vel.,110 CV,Todoterreno,189 km/h,11.3 s,6.2 l/100km,g CO2/km,4108 mm / 1782 mm / 1584 mm,C,28.200€
17.681,2023,Gasolina,Asturias,5,Sí,Manual ,Gris,Utilitario,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,21.500€
17.681,2023,Gasolina,Asturias,5,Sí,Manual ,Gris,Utilitario,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,21.500€
16.428,2023,Gasolina,Riba Roja del Turia,5,Sí,Manual ,Gris,Utilitario,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,21.600€
17.913,2022,Híbrido (Gasolina),Sant Jordi de Ses Salines,5,Sí,Automático ,Azul,Todoterreno,Peugeot,3008,3008 GT Hybrid 225 e-EAT8,225 CV,Todoterreno, km/h, s,1.4 l/100km,g CO2/km,4447 mm / 1841 mm / 1623 mm,Cero,29.450€
14.457,2023,Gasolina,Riba Roja del Turia,5,Sí,Manual ,Blanco,Utilitario,Peugeot,208,208 Active Pack PureTech 100 S&S,100 CV,Turismo,188 km/h,9.9 s,5 l/100km,g CO2/km,4055 mm / 1745 mm / 1430 mm,C,19.900€
20.455,2023,Gasolina,Riba Roja del Turia,5,Sí,Automático ,Blanco,Todoterreno,Peugeot,2008,2008 GT Pack PureTech 130 EAT8,130 CV,Todoterreno,198 km/h,9.1 s,6 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,22.750€
13.582,2023,Diésel,Palma de Mallorca,5,Sí,Automático ,Negro,Berlina,Mercedes-Benz,Clase A,A 180 CDI 7G-DCT,,Turismo,190 km/h,10.6 s,4.1 l/100km,109g CO2/km,4292 mm / 1780 mm / 1433 mm,B,34.350€
62.840,2019,Diésel,Sant Jordi de Ses Salines,5,Sí,Automático ,Blanco,Todoterreno,Jeep,Wrangler,Wrangler 5p Sport 2.2 CRD 147 kW (200 CV) 8ATX,200 CV,Todoterreno,180 km/h,9.6 s,7.6 l/100km,202g CO2/km,4882 mm / 1894 mm / 1881 mm,C,49.950€
41.056,2020,Gasolina,Riba Roja del Turia,5,Sí,Automático ,Gris,Berlina,Audi,A3,A3 Sportback 1.5 TFSI CoD EVO 110 kW (150 CV) S tronic 7 vel.,150 CV,Turismo,220 km/h,8.2 s,4.9 l/100km,112g CO2/km,4313 mm / 1785 mm / 1426 mm,C,22.950€
19.254,2023,Híbrido (Gasolina),Huelva,5,Sí,Automático ,Negro,Todoterreno,Citroen,C5 Aircross,C5 Aircross Plug-in Hybrid 225 Shine Pack,225 CV,Todoterreno,225 km/h,8.9 s,1.3 l/100km,g CO2/km,4500 mm / 1840 mm / 1654 mm,Cero,31.900€
41.003,2022,Diésel,València,5,Sí,Manual ,Negro,Todoterreno,Citroen,C3 Aircross,C3 Aircross BlueHDi 110 S&S Feel Pack,110 CV,Todoterreno,187 km/h,10.5 s,4.7 l/100km,g CO2/km,4154 mm / 1756 mm / 1597 mm,C,15.990€
42.372,2022,Gasolina,València,5,Sí,Manual ,Gris,Berlina,Citroen,C3,C3 PureTech 83 S&S Feel Pack,83 CV,Turismo,169 km/h,13.3 s,5.8 l/100km,g CO2/km,3996 mm / 1749 mm / 1474 mm,C,13.400€
11.309,2022,Gasolina,València,5,Sí,Automático ,Gris,Todoterreno,False,False,False,160 CV,False,False,False,False,False,False,False,37.400€
31.552,2023,Diésel,Sevilla,4,Sí,Manual ,Blanco,Vehículo,Peugeot,Partner,Partner Tepee Outdoor e-HDi 92 SST,102 CV,Vehículo comercial,165 km/h,14.3 s,4.9 l/100km,129g CO2/km,4380 mm / 1810 mm / 1862 mm,B,17.950€
5.650,2023,Eléctrico,Sevilla,5,Sí,Automático ,Blanco,Berlina,Peugeot,208,e-208 Active 100 kW (136 CV),136 CV,Turismo,150 km/h,8.1 s,16.3 l/100km,0g CO2/km,4055 mm / 1745 mm / 1430 mm,Cero,24.600€
20.825,2023,Diésel,Sevilla,5,Sí,Automático ,Blanco,Berlina,Peugeot,308,308 SW Active BlueHDi 130 S&S EAT8,130 CV,Turismo familiar,205 km/h,9.7 s,4.8 l/100km,g CO2/km,4585 mm / 1804 mm / 1470 mm,C,23.690€
9.483,2023,Gasolina,Palma,5,Sí,Automático ,Gris,Todoterreno,Peugeot,5008,5008 Allure PureTech 130 S&S EAT8,130 CV,Todoterreno,188 km/h,11.8 s,5.3 l/100km,122g CO2/km,4641 mm / 1844 mm / 1651 mm,C,28.595€
84.000,2015,Gasolina,Ourense,5,Sí,Manual ,Blanco,Utilitario,Citroen,C1,C1 5p PureTech 82 Feel,82 CV,Turismo,170 km/h,10.9 s,4.3 l/100km,99g CO2/km,3466 mm / 1615 mm / 1460 mm,C,7.900€
83.492,2018,Gasolina,Sant Boi de Llobregat,5,Sí,Manual ,Azul,Familiar,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,12.590€
43.137,2019,Gasolina,Sant Feliu de Llobregat,5,Sí,Manual ,Gris,Familiar,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,14.990€
37.179,2020,Diésel,Sant Boi de Llobregat,5,Sí,Manual ,Blanco,Todoterreno,Citroen,C3 Aircross,C3 Aircross BlueHDi 100 S&S 6v Shine,102 CV,Todoterreno,184 km/h,10.8 s,4 l/100km,105g CO2/km,4154 mm / 1756 mm / 1597 mm,C,14.750€
16.834,2023,Híbrido (Gasolina),Sant Feliu de Llobregat,5,Sí,Automático ,Blanco,Todoterreno,Peugeot,3008,3008 GT Hybrid 225 e-EAT8,225 CV,Todoterreno, km/h, s,1.4 l/100km,g CO2/km,4447 mm / 1841 mm / 1623 mm,Cero,33.990€
42.912,2019,Gasolina,Córdoba,3,Sí,Automático ,Negro,Cabriolet,BMW,1 Series,120i 5p Aut.,184 CV,Turismo,222 km/h,8.4 s,6.3 l/100km,150g CO2/km,4239 mm / 1748 mm / 1421 mm,C,26.900€
5.932,2022,Gasolina,Córdoba,5,Sí,Manual ,Negro,Todoterreno,Opel,Mokka,Mokka 1.2 Turbo 74 kW (100 CV) Edition,100 CV,Todoterreno,188 km/h,10.6 s,4.6 l/100km,104g CO2/km,4150 mm / 1790 mm / 1535 mm,C,20.400€
39.519,2022,Gasolina,Beniajan,4,Sí,Manual ,Negro,Berlina,BMW,2 Series,218i Gran Coupé,136 CV,Turismo,215 km/h,9.2 s,5.6 l/100km,g CO2/km,4526 mm / 1800 mm / 1420 mm,C,30.890€
17.000,2022,Gasolina,A Coruña,3,Sí,Manual ,Blanco,Berlina,Toyota,Yaris,GR Yaris RZ,260 CV,Turismo,230 km/h,5.5 s,8.2 l/100km,170g CO2/km,3995 mm / 1805 mm / 1455 mm,C,39.000€
9.000,2023,Gasolina,Madrid,5,Sí,Manual ,Blanco,Berlina,Renault,Captur,Captur Techno TCe 67 kW (90 CV),91 CV,Todoterreno,168 km/h,14 s,5.8 l/100km,g CO2/km,4227 mm / 1797 mm / 1576 mm,C,21.000€
51.000,2022,Gasolina,Madrid,5,Sí,Manual ,Negro,Todoterreno,KIA,Sportage,Sportage Drive 1.6 T-GDI MHEV 110 kW (150 CV) 4x2,150 CV,Todoterreno,189 km/h,10.3 s,6.5 l/100km,g CO2/km,4515 mm / 1865 mm / 1645 mm,ECO,23.290€
84.000,2016,Gasolina,Madrid,5,Sí,Manual ,Gris,Berlina,Opel,Corsa,Corsa 5p Color Edition 1.4 66 kW (90 CV),90 CV,Turismo,175 km/h,13.2 s,5.2 l/100km,120g CO2/km,4021 mm / 1746 mm / 1481 mm,C,8.390€
41.644,2016,Gasolina,Xátiva,5,Sí,Manual ,Beige,Monovolumen,Ford,Tourneo Courier,Tourneo Courier Trend 1.0 EcoBoost 100 CV Start&Stop,100 CV,Monovolumen,173 km/h,12.3 s,5.2 l/100km,119g CO2/km,4157 mm / 1764 mm / 1723 mm,C,16.290€
48.000,2022,Diésel,Huesca,5,Sí,Automático ,Blanco,Todoterreno,BMW,X1,X1 sDrive20d Aut.,190 CV,Todoterreno,205 km/h,8.3 s,5.9 l/100km,155g CO2/km,4454 mm / 1798 mm / 1545 mm,B,35.890€
66.411,2021,Gasolina,Huesca,5,Sí,Manual ,Blanco,Berlina,SEAT,Ibiza,Ibiza 1.0 TSI 81 kW (110 CV) Start&Stop Style,110 CV,Turismo,195 km/h,10.2 s,5.1 l/100km,g CO2/km,4059 mm / 1780 mm / 1444 mm,C,13.880€
63.562,2021,Gasolina,Huesca,5,Sí,Manual ,Otros,Berlina,SEAT,Ibiza,Ibiza 1.0 TSI 85 kW (115 CV) Start&Stop Style Go,110 CV,Turismo,193 km/h,9.3 s,5.4 l/100km,g CO2/km,4059 mm / 1780 mm / 1444 mm,C,13.990€
69.995,2019,Diésel,Talavera de la Reina,5,Sí,Automático ,Blanco,Todoterreno,Volvo,XC40,XC40 D3 Aut.,150 CV,Todoterreno,200 km/h,10.2 s,5 l/100km,132g CO2/km,4425 mm / 1863 mm / 1652 mm,C,28.490€
58.053,2021,Gasolina,Huesca,5,Sí,Manual ,Otros,Berlina,SEAT,Ibiza,Ibiza ST 1.0 Eco TSI 110 CV Start&Stop Style,110 CV,Turismo familiar,197 km/h,9.6 s,4.3 l/100km,99g CO2/km,4236 mm / 1693 mm / 1445 mm,C,13.990€
86.152,2019,Gasolina,Talavera de la Reina,5,Sí,Automático ,Rojo,Todoterreno,Honda,HR-V,HR-V Elegance 1.5 i-VTEC 96 kW (130 CV) CVT,130 CV,Todoterreno,187 km/h,11.2 s,5.2 l/100km,120g CO2/km,4294 mm / 1772 mm / 1605 mm,C,19.490€
62.078,2018,Eléctrico,Salamanca,5,Sí,Automático ,Blanco,Utilitario,Smart,Forfour,forfour electric drive,82 CV,Turismo,130 km/h,12.7 s, l/100km,0g CO2/km,3495 mm / 1665 mm / 1554 mm,Cero,12.990€
29.001,2021,Gasolina,Huesca,5,Sí,Automático ,Azul,Todoterreno,Opel,Crossland,Crossland Business Elegance 1.2 Turbo 96 kW (130 CV) Aut.,130 CV,Monovolumen,198 km/h,10.2 s,6.1 l/100km,g CO2/km,4217 mm / 1765 mm / 1605 mm,C,16.990€
90.000,2020,Gasolina,Girona,5,Sí,Manual ,Negro,Berlina,Opel,Corsa,Corsa 1.2T 74 kW (100 CV) Elegance,100 CV,Turismo,188 km/h,9.9 s,4.2 l/100km,96g CO2/km,4060 mm / 1765 mm / 1435 mm,C,13.700€
57.743,2022,Gasolina,Huesca,5,Sí,Automático ,Blanco,Berlina,Peugeot,308,308 SW GT Line PureTech 130 S&S EAT8,130 CV,Turismo familiar,203 km/h,9.8 s,6.2 l/100km,109g CO2/km,4585 mm / 1804 mm / 1470 mm,C,21.390€
25.589,2022,Diésel,Figueres,5,Sí,Manual ,Gris,Berlina,Peugeot,208,208 GT BlueHDi 100 S&S,100 CV,Turismo,188 km/h,10.2 s,4.3 l/100km,g CO2/km,4055 mm / 1745 mm / 1430 mm,C,17.200€
146.800,2017,Gasolina,Santander,5,Sí,Manual ,Negro,Todoterreno,SEAT,Ateca,Ateca 1.0 TSI 85 kW (115 CV) Start&Stop Style Plus Ecomotive,115 CV,Todoterreno,183 km/h,11 s,5.2 l/100km,119g CO2/km,4363 mm / 1841 mm / 1601 mm,C,14.990€
8.250,2023,Gasolina,Girona,5,Sí,Manual ,Rojo,Todoterreno,Mg,ZS,ZS Luxury 1.5 VTI-tech,106 CV,Todoterreno,175 km/h,10.9 s,6.6 l/100km,g CO2/km,4323 mm / 1809 mm / 1653 mm,C,18.600€
90.000,2017,Gasolina,Girona,5,Sí,Automático ,Beige,Berlina,Renault,Kadjar,KADJAR Tech Road TCe 97 kW (130 CV) EDC,130 CV,Todoterreno,192 km/h,10.1 s,5.5 l/100km,123g CO2/km,4449 mm / 1836 mm / 1607 mm,C,15.900€
55.000,2017,Gasolina,Girona,5,Sí,Manual ,Rojo,Berlina,Skoda,Rapid,Rapid 1.2 TSI 90 CV Ambition,90 CV,Turismo,186 km/h,11.3 s,4.7 l/100km,107g CO2/km,4483 mm / 1706 mm / 1461 mm,C,11.490€
84.800,2017,Gasolina,Girona,5,Sí,Manual ,Granate,Berlina,Ford,Fiesta,Fiesta 5p Titanium 1.0 EcoBoost 100 CV,100 CV,Turismo,180 km/h,11.2 s,4.5 l/100km,105g CO2/km,3969 mm / 1722 mm / 1495 mm,C,12.300€
69.981,2016,Diésel,Málaga,5,Sí,Manual ,Verde,Familiar,Mini,Clubman,One D Clubman,116 CV,Turismo,192 km/h,10.4 s,3.8 l/100km,99g CO2/km,4253 mm / 1800 mm / 1441 mm,C,14.490€
